Row.names	DMSO_rep1	DMSO_rep2	DMSO_rep3	DMSO_rep4	THAP_rep1	THAP_rep2	THAP_rep3	THAP_rep4	V2	V3
ENSG00000026751.17	0	0	1	0	0	0	0	0	SLAMF7	protein_coding
ENSG00000026950.17	21	29	8	9	16	21	6	16	BTN3A1	protein_coding
ENSG00000027001.10	39	67	43	61	41	47	55	51	MIPEP	protein_coding
ENSG00000027644.5	1	1	1	0	0	1	0	0	INSRR	protein_coding
ENSG00000027697.14	50	82	75	38	38	75	71	85	IFNGR1	protein_coding
ENSG00000027847.14	101	111	105	74	206	142	103	90	B4GALT7	protein_coding
ENSG00000027869.11	3	4	4	4	12	4	1	4	SH2D2A	protein_coding
ENSG00000028116.17	40	53	119	77	46	70	114	120	VRK2	protein_coding
ENSG00000028137.19	0	0	2	2	1	1	2	2	TNFRSF1B	protein_coding
ENSG00000028277.21	11	26	28	28	15	19	17	21	POU2F2	protein_coding
ENSG00000028528.15	159	259	112	115	156	148	117	90	SNX1	protein_coding
ENSG00000028839.10	41	87	68	41	40	34	25	38	TBPL1	protein_coding
ENSG00000029153.14	36	62	38	33	37	51	34	41	ARNTL2	protein_coding
ENSG00000029363.16	36	76	80	44	23	64	78	100	BCLAF1	protein_coding
ENSG00000029364.12	29	74	56	34	42	79	44	51	SLC39A9	protein_coding
ENSG00000029559.7	0	0	0	0	0	0	0	0	IBSP	protein_coding
ENSG00000029725.17	157	294	202	156	155	200	181	188	RABEP1	protein_coding
ENSG00000029993.15	80	63	46	14	96	27	32	39	HMGB3	protein_coding
ENSG00000030110.13	76	93	66	66	96	68	42	53	BAK1	protein_coding
ENSG00000030304.13	0	2	4	2	1	1	0	3	MUSK	protein_coding
ENSG00000030582.18	16	40	15	38	18	17	13	6	GRN	protein_coding
ENSG00000031003.10	89	171	101	74	91	119	73	124	FAM13B	protein_coding
ENSG00000031081.10	25	41	20	19	27	26	15	19	ARHGAP31	protein_coding
ENSG00000031691.7	26	64	75	43	29	57	62	57	CENPQ	protein_coding
ENSG00000031698.13	278	272	503	367	476	312	484	567	SARS	protein_coding
ENSG00000031823.14	695	896	519	316	637	513	427	367	RANBP3	protein_coding
ENSG00000032219.18	13	58	24	24	9	43	21	26	ARID4A	protein_coding
ENSG00000032742.17	47	83	78	39	30	71	72	57	IFT88	protein_coding
ENSG00000033030.13	107	173	137	70	110	155	126	156	ZCCHC8	protein_coding
ENSG00000033100.16	120	146	134	119	182	89	139	130	CHPF2	protein_coding
ENSG00000033170.16	30	57	32	25	35	41	31	45	FUT8	protein_coding
ENSG00000033178.13	32	52	48	32	19	46	36	49	UBA6	protein_coding
ENSG00000033327.13	6	25	17	15	13	11	12	17	GAB2	protein_coding
ENSG00000033800.13	63	141	87	89	45	69	57	107	PIAS1	protein_coding
ENSG00000033867.16	29	69	53	29	20	47	36	43	SLC4A7	protein_coding
ENSG00000034053.14	20	25	10	22	20	22	14	11	APBA2	protein_coding
ENSG00000034152.18	166	271	245	184	131	118	111	99	MAP2K3	protein_coding
ENSG00000034239.11	0	0	0	0	0	0	0	0	EFCAB1	protein_coding
ENSG00000034510.6	53	78	63	101	74	46	58	43	TMSB10	protein_coding
ENSG00000034533.11	15	18	17	7	14	7	10	18	ASTE1	protein_coding
ENSG00000034677.13	10	43	37	25	24	46	30	38	RNF19A	protein_coding
ENSG00000034713.8	185	240	155	55	250	205	150	119	GABARAPL2	protein_coding
ENSG00000034971.17	0	0	0	0	0	1	0	0	MYOC	protein_coding
ENSG00000035115.21	58	72	110	51	56	84	83	68	SH3YL1	protein_coding
ENSG00000035141.8	66	68	65	44	82	50	48	45	FAM136A	protein_coding
ENSG00000035499.13	234	250	220	119	122	124	169	194	DEPDC1B	protein_coding
ENSG00000035664.11	23	41	46	27	32	40	49	33	DAPK2	protein_coding
ENSG00000035681.9	14	31	37	19	16	24	28	39	NSMAF	protein_coding
ENSG00000035720.8	0	1	0	0	0	0	0	0	STAP1	protein_coding
ENSG00000035928.16	35	54	57	34	31	43	41	54	RFC1	protein_coding
ENSG00000036054.13	42	91	66	52	29	60	51	56	TBC1D23	protein_coding
ENSG00000036257.13	43	91	69	67	34	71	53	59	CUL3	protein_coding
ENSG00000036448.10	1	0	0	0	2	2	1	0	MYOM2	protein_coding
ENSG00000036530.8	8	22	6	2	24	30	13	10	CYP46A1	protein_coding
ENSG00000036549.13	96	144	132	111	109	129	158	189	AC118549.1	protein_coding
ENSG00000036565.15	0	0	0	0	0	0	0	0	SLC18A1	protein_coding
ENSG00000036672.16	8	17	5	11	11	16	7	12	USP2	protein_coding
ENSG00000036828.16	0	1	1	0	0	0	2	0	CASR	protein_coding
ENSG00000037042.9	208	278	197	111	225	186	111	133	TUBG2	protein_coding
ENSG00000037241.7	59	36	48	44	57	31	22	23	RPL26L1	protein_coding
ENSG00000037280.16	75	68	71	61	111	36	49	42	FLT4	protein_coding
ENSG00000037474.15	193	258	158	83	181	179	170	172	NSUN2	protein_coding
ENSG00000037637.11	107	241	127	123	131	155	133	106	FBXO42	protein_coding
ENSG00000037757.14	247	322	200	142	313	203	110	148	MRI1	protein_coding
ENSG00000038002.9	24	17	18	17	31	16	12	18	AGA	protein_coding
ENSG00000038219.13	28	46	63	29	17	39	33	37	BOD1L1	protein_coding
ENSG00000038274.17	27	44	18	20	20	34	21	21	MAT2B	protein_coding
ENSG00000038295.8	2	11	2	1	3	12	4	2	TLL1	protein_coding
ENSG00000038382.20	336	533	363	250	275	308	242	318	TRIO	protein_coding
ENSG00000038427.16	24	86	85	42	30	74	84	80	VCAN	protein_coding
ENSG00000038945.15	1	4	3	4	2	1	6	0	MSR1	protein_coding
ENSG00000039068.19	7	15	10	26	15	13	11	7	CDH1	protein_coding
ENSG00000039123.16	37	67	58	45	30	64	52	66	MTREX	protein_coding
ENSG00000039139.9	0	2	2	4	1	4	2	3	DNAH5	protein_coding
ENSG00000039319.17	36	68	76	45	27	65	60	66	ZFYVE16	protein_coding
ENSG00000039523.20	73	115	57	47	69	72	48	37	RIPOR1	protein_coding
ENSG00000039537.13	1	1	1	0	1	0	2	0	C6	protein_coding
ENSG00000039560.14	93	178	112	89	68	140	109	118	RAI14	protein_coding
ENSG00000039600.11	19	26	22	16	33	22	20	26	SOX30	protein_coding
ENSG00000039987.6	1	1	1	2	1	2	1	0	BEST2	protein_coding
ENSG00000040199.18	80	123	93	96	67	76	72	83	PHLPP2	protein_coding
ENSG00000040275.17	54	93	100	66	57	65	62	69	SPDL1	protein_coding
ENSG00000040487.13	89	94	81	91	122	83	66	71	PQLC2	protein_coding
ENSG00000040531.14	104	171	114	101	117	101	68	52	CTNS	protein_coding
ENSG00000040608.14	52	86	42	17	52	26	17	31	RTN4R	protein_coding
ENSG00000040633.13	38	49	20	22	44	34	20	24	PHF23	protein_coding
ENSG00000040731.10	0	9	0	3	0	12	0	1	CDH10	protein_coding
ENSG00000040933.15	400	426	320	128	335	332	229	272	INPP4A	protein_coding
ENSG00000041357.16	57	77	47	50	73	53	34	48	PSMA4	protein_coding
ENSG00000041515.16	2	2	6	4	2	3	3	4	MYO16	protein_coding
ENSG00000041802.11	93	130	93	66	124	110	121	103	LSG1	protein_coding
ENSG00000041880.14	4	6	4	1	11	11	2	3	PARP3	protein_coding
ENSG00000041982.16	23	52	59	29	24	73	69	77	TNC	protein_coding
ENSG00000041988.15	90	126	87	98	131	90	84	92	THAP3	protein_coding
ENSG00000042062.12	4	2	3	4	2	1	2	2	RIPOR3	protein_coding
ENSG00000042088.13	76	100	61	48	65	86	68	75	TDP1	protein_coding
ENSG00000042286.15	81	112	77	52	98	62	53	56	AIFM2	protein_coding
ENSG00000042317.17	9	31	24	15	6	24	17	24	AL049834.1	protein_coding
ENSG00000042445.14	79	96	66	38	90	53	47	42	RETSAT	protein_coding
ENSG00000042493.16	5	5	9	18	5	10	6	2	CAPG	protein_coding
ENSG00000042753.11	117	128	149	104	124	87	102	99	AP2S1	protein_coding
ENSG00000042781.13	3	4	1	8	7	5	3	5	USH2A	protein_coding
ENSG00000042813.8	2	0	0	3	1	0	0	2	ZPBP	protein_coding
ENSG00000042980.12	0	2	0	0	0	0	0	0	ADAM28	protein_coding
ENSG00000043039.6	12	11	3	8	11	12	7	9	BARX2	protein_coding
ENSG00000043093.14	30	48	21	24	14	25	27	16	DCUN1D1	protein_coding
ENSG00000043143.20	42	64	35	26	43	33	20	26	JADE2	protein_coding
ENSG00000043355.12	79	88	43	21	83	43	40	29	ZIC2	protein_coding
ENSG00000043462.12	1	0	0	0	0	0	0	1	LCP2	protein_coding
ENSG00000044012.4	0	0	0	0	0	1	0	0	GUCA2B	protein_coding
ENSG00000044090.8	68	98	68	71	104	71	47	56	CUL7	protein_coding
ENSG00000044115.21	273	364	242	178	274	254	235	258	CTNNA1	protein_coding
ENSG00000044459.15	50	128	96	70	41	96	83	113	CNTLN	protein_coding
ENSG00000044524.11	7	23	26	17	9	14	13	24	EPHA3	protein_coding
ENSG00000044574.8	7	16	5	10	91	93	175	211	HSPA5	protein_coding
ENSG00000046604.13	39	62	62	45	39	33	44	62	DSG2	protein_coding
ENSG00000046647.13	190	184	167	79	212	174	163	142	GEMIN8	protein_coding
ENSG00000046651.15	90	175	180	103	74	196	136	167	OFD1	protein_coding
ENSG00000046653.15	16	32	9	12	12	21	6	7	GPM6B	protein_coding
ENSG00000046774.10	0	0	0	0	0	0	0	0	MAGEC2	protein_coding
ENSG00000046889.19	7	15	4	5	1	15	6	7	PREX2	protein_coding
ENSG00000047056.15	338	438	230	156	331	295	257	224	WDR37	protein_coding
ENSG00000047188.16	71	168	105	58	41	81	93	134	YTHDC2	protein_coding
ENSG00000047230.15	153	345	134	91	110	282	103	133	CTPS2	protein_coding
ENSG00000047249.18	21	58	24	27	19	28	18	26	ATP6V1H	protein_coding
ENSG00000047315.16	84	108	114	154	87	82	100	96	POLR2B	protein_coding
ENSG00000047365.12	16	20	28	29	18	35	31	38	ARAP2	protein_coding
ENSG00000047410.14	23	58	66	37	14	48	41	60	TPR	protein_coding
ENSG00000047457.14	0	0	0	0	1	0	0	1	CP	protein_coding
ENSG00000047579.19	63	128	70	66	65	81	44	63	DTNBP1	protein_coding
ENSG00000047617.15	12	36	17	11	8	26	20	18	ANO2	protein_coding
ENSG00000047621.12	38	86	72	44	48	78	75	97	C12orf4	protein_coding
ENSG00000047634.15	701	700	821	411	562	736	855	799	SCML1	protein_coding
ENSG00000047662.4	4	7	9	7	3	6	3	7	FAM184B	protein_coding
ENSG00000048028.11	166	226	155	109	126	173	119	141	USP28	protein_coding
ENSG00000048052.21	24	26	25	30	19	32	22	28	HDAC9	protein_coding
ENSG00000048140.18	46	69	52	43	55	42	30	38	TSPAN17	protein_coding
ENSG00000048162.20	49	50	50	34	88	35	41	48	NOP16	protein_coding
ENSG00000048342.16	18	19	17	14	9	16	17	20	CC2D2A	protein_coding
ENSG00000048392.11	28	34	34	21	18	25	30	28	RRM2B	protein_coding
ENSG00000048462.11	0	0	0	1	0	0	0	1	TNFRSF17	protein_coding
ENSG00000048540.15	0	0	0	0	0	0	1	0	LMO3	protein_coding
ENSG00000048544.6	16	31	12	21	15	6	14	13	MRPS10	protein_coding
ENSG00000048707.15	108	242	157	162	101	134	99	119	VPS13D	protein_coding
ENSG00000048828.17	475	595	425	264	384	457	431	522	FAM120A	protein_coding
ENSG00000048991.16	121	248	164	115	123	191	157	194	R3HDM1	protein_coding
ENSG00000049089.15	0	4	0	0	1	2	1	2	COL9A2	protein_coding
ENSG00000049130.16	20	55	56	22	18	41	37	31	KITLG	protein_coding
ENSG00000049167.14	59	100	123	94	93	113	106	116	ERCC8	protein_coding
ENSG00000049192.15	10	33	31	29	19	29	26	32	ADAMTS6	protein_coding
ENSG00000049239.12	407	433	405	237	405	281	281	209	H6PD	protein_coding
ENSG00000049246.14	13	27	18	7	13	16	16	16	PER3	protein_coding
ENSG00000049247.13	0	0	0	1	0	0	1	0	UTS2	protein_coding
ENSG00000049249.8	1	3	3	8	3	4	4	4	TNFRSF9	protein_coding
ENSG00000049323.16	39	77	45	37	33	56	34	44	LTBP1	protein_coding
ENSG00000049540.17	2	1	2	0	4	0	0	1	ELN	protein_coding
ENSG00000049541.11	144	162	150	123	220	122	96	113	RFC2	protein_coding
ENSG00000049618.23	148	314	191	123	179	218	143	207	ARID1B	protein_coding
ENSG00000049656.14	0	0	0	0	0	0	1	0	CLPTM1L	protein_coding
ENSG00000049860.14	75	77	64	41	53	50	41	46	HEXB	protein_coding
ENSG00000049883.15	14	13	17	15	10	11	13	14	PTCD2	protein_coding
ENSG00000050030.15	2	2	1	2	3	0	2	4	NEXMIF	protein_coding
ENSG00000050130.18	34	52	29	12	21	29	21	22	JKAMP	protein_coding
ENSG00000050165.17	9	12	7	6	12	14	6	5	DKK3	protein_coding
ENSG00000050327.15	43	52	29	16	49	46	30	31	ARHGEF5	protein_coding
ENSG00000050344.9	5	8	6	7	3	4	6	4	NFE2L3	protein_coding
ENSG00000050393.11	58	85	58	76	57	58	57	57	MCUR1	protein_coding
ENSG00000050426.16	320	408	243	124	330	289	204	161	LETMD1	protein_coding
ENSG00000050438.17	13	21	13	11	15	10	12	13	SLC4A8	protein_coding
ENSG00000050555.18	37	64	55	76	67	37	37	26	LAMC3	protein_coding
ENSG00000050730.16	0	0	1	0	0	1	2	0	TNIP3	protein_coding
ENSG00000050748.17	200	284	148	92	166	180	135	117	MAPK9	protein_coding
ENSG00000051009.10	197	219	179	85	281	200	159	131	FAM160A2	protein_coding
ENSG00000051180.17	35	69	46	28	40	36	46	26	RAD51	protein_coding
ENSG00000051341.14	63	142	111	72	46	77	91	92	POLQ	protein_coding
ENSG00000051382.8	26	84	41	36	40	48	29	47	PIK3CB	protein_coding
ENSG00000051523.11	267	235	195	271	335	137	112	153	CYBA	protein_coding
ENSG00000051620.11	156	222	112	68	160	133	88	106	HEBP2	protein_coding
ENSG00000052344.16	0	0	0	1	0	0	0	0	PRSS8	protein_coding
ENSG00000052723.11	14	25	13	17	9	19	13	20	SIKE1	protein_coding
ENSG00000052795.13	51	79	71	35	39	45	43	58	FNIP2	protein_coding
ENSG00000052802.13	72	112	45	45	37	44	54	64	MSMO1	protein_coding
ENSG00000052850.8	11	13	10	12	17	11	6	4	ALX4	protein_coding
ENSG00000053328.8	9	9	15	13	14	10	15	9	METTL24	protein_coding
ENSG00000053371.12	103	107	76	73	126	84	70	51	AKR7A2	protein_coding
ENSG00000053372.5	92	120	92	60	177	91	69	73	MRTO4	protein_coding
ENSG00000053438.11	0	0	0	0	1	0	0	0	NNAT	protein_coding
ENSG00000053501.13	13	23	20	16	27	19	12	12	USE1	protein_coding
ENSG00000053524.12	30	36	26	12	23	33	30	31	MCF2L2	protein_coding
ENSG00000053702.15	0	0	0	0	1	0	0	0	NRIP2	protein_coding
ENSG00000053747.16	219	307	232	167	241	218	208	238	LAMA3	protein_coding
ENSG00000053770.12	30	43	57	28	33	55	55	65	AP5M1	protein_coding
ENSG00000053900.10	39	59	60	29	26	65	46	68	ANAPC4	protein_coding
ENSG00000054116.12	159	287	187	152	188	151	142	128	TRAPPC3	protein_coding
ENSG00000054118.15	226	318	227	148	200	194	151	232	THRAP3	protein_coding
ENSG00000054179.12	0	0	0	1	1	0	0	0	ENTPD2	protein_coding
ENSG00000054282.16	0	0	0	0	0	1	0	0	SDCCAG8	protein_coding
ENSG00000054356.14	1	3	1	0	1	0	1	0	PTPRN	protein_coding
ENSG00000054392.13	19	40	30	19	23	26	14	26	HHAT	protein_coding
ENSG00000054611.14	116	272	138	117	110	129	96	120	TBC1D22A	protein_coding
ENSG00000054654.16	63	180	89	90	45	91	50	67	SYNE2	protein_coding
ENSG00000054690.13	182	240	170	75	179	186	154	136	PLEKHH1	protein_coding
ENSG00000054793.13	105	220	114	153	92	136	85	90	ATP9A	protein_coding
ENSG00000054796.12	0	0	0	0	0	0	0	0	SPO11	protein_coding
ENSG00000054803.3	0	0	0	0	0	0	0	0	CBLN4	protein_coding
ENSG00000054965.10	148	259	107	61	111	186	107	105	FAM168A	protein_coding
ENSG00000054967.13	251	359	181	166	297	195	172	146	RELT	protein_coding
ENSG00000055044.11	149	276	192	146	129	213	186	207	NOP58	protein_coding
ENSG00000055070.17	43	62	45	47	43	50	31	26	SZRD1	protein_coding
ENSG00000055118.14	29	33	22	21	44	16	14	19	KCNH2	protein_coding
ENSG00000055130.17	168	273	200	133	208	177	176	221	CUL1	protein_coding
ENSG00000055147.19	12	31	20	12	16	20	15	19	FAM114A2	protein_coding
ENSG00000055163.20	118	198	113	87	109	131	97	106	CYFIP2	protein_coding
ENSG00000055211.14	110	170	124	72	92	130	96	83	GINM1	protein_coding
ENSG00000055332.18	53	122	73	86	39	51	44	60	EIF2AK2	protein_coding
ENSG00000055483.19	416	460	381	215	400	291	331	273	AC022966.1	protein_coding
ENSG00000055609.18	85	143	113	89	73	108	74	129	KMT2C	protein_coding
ENSG00000055732.13	156	212	218	123	140	151	164	199	MCOLN3	protein_coding
ENSG00000055917.15	211	379	307	223	155	240	253	265	PUM2	protein_coding
ENSG00000055957.11	0	1	0	0	0	0	0	0	ITIH1	protein_coding
ENSG00000056050.7	52	69	50	47	42	55	48	62	HPF1	protein_coding
ENSG00000056097.16	214	323	234	178	148	224	221	243	ZFR	protein_coding
ENSG00000056277.16	53	89	59	46	50	57	47	51	ZNF280C	protein_coding
ENSG00000056291.17	0	2	1	1	0	0	0	3	NPFFR2	protein_coding
ENSG00000056558.11	70	69	72	23	97	53	54	43	TRAF1	protein_coding
ENSG00000056586.16	66	177	107	126	61	94	95	110	RC3H2	protein_coding
ENSG00000056736.10	15	17	8	16	11	24	17	14	IL17RB	protein_coding
ENSG00000056972.20	25	46	52	28	49	47	34	46	TRAF3IP2	protein_coding
ENSG00000056998.20	1	8	2	0	2	9	1	0	GYG2	protein_coding
ENSG00000057019.16	24	56	39	17	19	38	20	39	DCBLD2	protein_coding
ENSG00000057149.16	0	0	0	0	0	0	0	0	SERPINB3	protein_coding
ENSG00000057252.13	41	82	38	43	47	59	43	44	SOAT1	protein_coding
ENSG00000057468.7	13	22	21	14	12	19	21	21	MSH4	protein_coding
ENSG00000057593.13	0	0	0	0	0	0	0	1	F7	protein_coding
ENSG00000057608.17	79	188	120	66	60	98	98	104	GDI2	protein_coding
ENSG00000057704.13	17	21	21	17	17	17	14	7	TMCC3	protein_coding
ENSG00000057757.10	113	146	82	55	94	107	88	76	PITHD1	protein_coding
ENSG00000058056.9	72	149	203	246	56	71	120	156	USP13	protein_coding
ENSG00000058063.16	127	171	152	90	62	122	130	140	ATP11B	protein_coding
ENSG00000058085.14	8	10	21	11	9	9	11	19	LAMC2	protein_coding
ENSG00000058262.10	203	215	157	101	259	224	240	259	SEC61A1	protein_coding
ENSG00000058335.15	7	26	25	13	4	15	15	11	RASGRF1	protein_coding
ENSG00000058404.20	106	74	76	61	91	39	45	48	CAMK2B	protein_coding
ENSG00000058600.16	194	224	178	107	189	141	168	161	POLR3E	protein_coding
ENSG00000058668.14	58	97	82	58	61	60	50	54	ATP2B4	protein_coding
ENSG00000058729.11	18	16	5	13	10	11	15	13	RIOK2	protein_coding
ENSG00000058799.15	237	297	174	117	211	174	124	111	YIPF1	protein_coding
ENSG00000058804.12	104	168	132	89	77	94	104	110	NDC1	protein_coding
ENSG00000059122.16	140	248	197	203	151	144	110	112	FLYWCH1	protein_coding
ENSG00000059145.18	243	268	233	127	161	117	113	102	UNKL	protein_coding
ENSG00000059377.17	118	113	105	67	98	83	77	77	TBXAS1	protein_coding
ENSG00000059378.12	128	172	134	55	156	103	85	111	PARP12	protein_coding
ENSG00000059573.9	135	189	130	82	174	147	169	144	ALDH18A1	protein_coding
ENSG00000059588.10	308	352	239	141	223	242	187	183	TARBP1	protein_coding
ENSG00000059691.12	17	41	34	19	25	38	13	23	GATB	protein_coding
ENSG00000059758.8	35	86	49	46	47	71	47	71	CDK17	protein_coding
ENSG00000059804.16	20	25	20	35	20	18	17	12	SLC2A3	protein_coding
ENSG00000059915.17	5	14	16	10	12	6	3	14	PSD	protein_coding
ENSG00000060069.16	115	154	116	63	159	102	82	81	CTDP1	protein_coding
ENSG00000060138.13	126	123	142	59	125	146	127	129	YBX3	protein_coding
ENSG00000060140.9	0	7	0	3	3	5	5	3	STYK1	protein_coding
ENSG00000060237.17	228	320	169	105	272	232	211	236	WNK1	protein_coding
ENSG00000060339.14	344	485	401	264	299	289	327	261	CCAR1	protein_coding
ENSG00000060491.16	93	133	106	112	83	57	46	47	OGFR	protein_coding
ENSG00000060558.3	0	2	6	3	3	2	1	6	GNA15	protein_coding
ENSG00000060566.14	0	0	0	1	0	2	0	0	CREB3L3	protein_coding
ENSG00000060642.10	95	126	93	38	140	79	71	70	PIGV	protein_coding
ENSG00000060656.20	125	145	103	83	168	128	74	80	PTPRU	protein_coding
ENSG00000060688.13	248	294	186	110	209	184	154	164	SNRNP40	protein_coding
ENSG00000060718.22	2	0	1	2	1	1	2	2	COL11A1	protein_coding
ENSG00000060749.15	38	98	56	25	22	81	63	58	QSER1	protein_coding
ENSG00000060762.19	50	121	107	50	62	126	102	160	MPC1	protein_coding
ENSG00000060982.15	26	31	71	70	50	52	81	97	BCAT1	protein_coding
ENSG00000061337.15	1	9	0	2	3	6	2	1	LZTS1	protein_coding
ENSG00000061455.11	34	38	24	19	34	36	22	38	PRDM6	protein_coding
ENSG00000061492.11	0	0	1	0	0	1	0	0	WNT8A	protein_coding
ENSG00000061656.9	2	10	5	3	6	6	3	3	SPAG4	protein_coding
ENSG00000061918.13	22	21	26	26	20	20	15	25	GUCY1B1	protein_coding
ENSG00000061936.9	155	229	146	98	182	182	139	123	SFSWAP	protein_coding
ENSG00000061938.18	365	547	366	189	395	315	161	240	TNK2	protein_coding
ENSG00000061987.16	119	212	228	128	101	185	173	196	MON2	protein_coding
ENSG00000062038.14	31	27	37	29	38	14	28	35	CDH3	protein_coding
ENSG00000062096.14	0	1	0	2	0	1	0	0	ARSF	protein_coding
ENSG00000062194.16	272	461	334	228	133	301	239	289	GPBP1	protein_coding
ENSG00000062524.16	2	13	5	5	13	8	3	3	LTK	protein_coding
ENSG00000062598.18	143	152	86	53	115	122	69	87	ELMO2	protein_coding
ENSG00000062650.19	144	318	131	118	89	124	112	138	WAPL	protein_coding
ENSG00000062725.10	127	277	119	137	128	127	121	146	APPBP2	protein_coding
ENSG00000063015.19	1	1	2	0	2	2	2	3	SEZ6	protein_coding
ENSG00000063127.15	101	146	63	41	82	90	43	53	SLC6A16	protein_coding
ENSG00000063176.15	82	103	66	102	86	42	43	44	SPHK2	protein_coding
ENSG00000063180.9	35	51	28	41	48	38	23	21	CA11	protein_coding
ENSG00000063241.8	25	24	14	16	54	25	28	25	ISOC2	protein_coding
ENSG00000063245.14	78	113	81	133	85	56	50	60	EPN1	protein_coding
ENSG00000063322.14	193	162	170	134	191	96	110	88	MED29	protein_coding
ENSG00000063515.2	0	0	0	0	0	0	0	0	GSC2	protein_coding
ENSG00000063587.14	346	249	161	56	283	162	152	131	ZNF275	protein_coding
ENSG00000063601.17	151	187	133	81	142	156	105	110	MTMR1	protein_coding
ENSG00000063660.9	54	85	48	58	53	32	24	21	GPC1	protein_coding
ENSG00000063761.16	86	194	68	42	80	134	63	69	ADCK1	protein_coding
ENSG00000063854.13	368	477	364	393	460	286	291	294	HAGH	protein_coding
ENSG00000064012.21	23	22	32	7	23	23	23	30	CASP8	protein_coding
ENSG00000064042.18	13	33	12	30	15	26	13	31	LIMCH1	protein_coding
ENSG00000064102.15	57	81	68	54	65	89	68	79	INTS13	protein_coding
ENSG00000064115.11	124	148	77	34	102	139	64	68	TM7SF3	protein_coding
ENSG00000064195.7	3	2	0	0	3	0	3	0	DLX3	protein_coding
ENSG00000064199.6	9	7	14	9	6	7	8	8	SPA17	protein_coding
ENSG00000064201.15	0	0	1	0	0	0	0	0	TSPAN32	protein_coding
ENSG00000064205.10	0	0	1	1	0	0	1	0	CCN5	protein_coding
ENSG00000064218.5	10	26	14	7	12	7	5	18	DMRT3	protein_coding
ENSG00000064225.12	71	95	60	25	48	60	30	60	ST3GAL6	protein_coding
ENSG00000064270.12	0	3	3	1	4	2	3	0	ATP2C2	protein_coding
ENSG00000064300.9	11	10	12	9	9	3	5	3	NGFR	protein_coding
ENSG00000064309.14	74	92	44	38	53	43	32	41	CDON	protein_coding
ENSG00000064313.12	49	166	71	63	44	106	67	82	TAF2	protein_coding
ENSG00000064393.16	100	143	75	61	84	95	71	80	HIPK2	protein_coding
ENSG00000064419.13	130	160	121	86	101	111	120	102	TNPO3	protein_coding
ENSG00000064490.14	43	51	30	39	39	33	12	22	RFXANK	protein_coding
ENSG00000064545.14	109	204	107	127	98	80	55	72	TMEM161A	protein_coding
ENSG00000064547.14	10	16	11	11	15	9	3	10	LPAR2	protein_coding
ENSG00000064601.18	13	43	13	11	23	21	12	9	CTSA	protein_coding
ENSG00000064607.17	404	544	329	260	363	346	263	234	SUGP2	protein_coding
ENSG00000064651.14	50	100	50	46	46	65	45	66	SLC12A2	protein_coding
ENSG00000064652.11	186	179	145	86	163	129	123	133	SNX24	protein_coding
ENSG00000064655.19	62	88	47	31	56	59	42	42	EYA2	protein_coding
ENSG00000064666.15	17	42	37	32	55	93	60	80	CNN2	protein_coding
ENSG00000064687.12	30	56	38	52	35	32	29	45	ABCA7	protein_coding
ENSG00000064692.19	21	13	13	5	15	16	9	6	SNCAIP	protein_coding
ENSG00000064703.12	4	10	5	4	11	4	4	3	DDX20	protein_coding
ENSG00000064763.11	20	35	49	30	34	39	42	53	FAR2	protein_coding
ENSG00000064787.13	0	2	2	1	3	2	1	2	BCAS1	protein_coding
ENSG00000064835.10	0	0	1	0	1	0	0	0	POU1F1	protein_coding
ENSG00000064886.14	2	1	1	0	0	0	0	0	CHI3L2	protein_coding
ENSG00000064932.16	40	77	54	74	26	19	30	27	SBNO2	protein_coding
ENSG00000064933.17	64	131	123	89	79	108	109	126	PMS1	protein_coding
ENSG00000064961.19	4	16	13	16	13	15	12	12	HMG20B	protein_coding
ENSG00000064989.13	1	1	0	0	1	0	1	1	CALCRL	protein_coding
ENSG00000064995.17	108	175	93	62	112	141	88	106	TAF11	protein_coding
ENSG00000064999.15	180	375	171	111	198	249	166	173	ANKS1A	protein_coding
ENSG00000065000.18	318	530	389	423	436	335	465	441	AP3D1	protein_coding
ENSG00000065029.15	223	598	305	267	285	313	193	192	ZNF76	protein_coding
ENSG00000065054.14	59	93	61	83	88	66	36	34	SLC9A3R2	protein_coding
ENSG00000065057.9	92	100	74	77	117	66	50	42	NTHL1	protein_coding
ENSG00000065150.20	84	131	87	67	76	101	107	116	IPO5	protein_coding
ENSG00000065154.11	134	103	90	59	104	75	82	75	OAT	protein_coding
ENSG00000065183.16	21	28	17	21	16	22	27	30	WDR3	protein_coding
ENSG00000065243.20	85	157	143	119	49	133	113	135	PKN2	protein_coding
ENSG00000065268.10	99	117	106	147	152	60	64	92	WDR18	protein_coding
